,Genes
999,Dapma7bEVm005178
1000,Dapma7bEVm005179
1001,Dapma7bEVm005180
1002,Dapma7bEVm005181
1003,Dapma7bEVm005182
1004,Dapma7bEVm005183
1005,Dapma7bEVm005184
1006,Dapma7bEVm005185
1007,Dapma7bEVm005186
1008,Dapma7bEVm005187
1009,Dapma7bEVm005188
1010,Dapma7bEVm005189
1011,Dapma7bEVm005190
1012,Dapma7bEVm005191
1013,Dapma7bEVm005192
1014,Dapma7bEVm005193
1015,Dapma7bEVm005194
1016,Dapma7bEVm005195
1017,Dapma7bEVm005196
1018,Dapma7bEVm005197
1019,Dapma7bEVm005198
1020,Dapma7bEVm005199
1021,Dapma7bEVm005200
1022,Dapma7bEVm005201
1023,Dapma7bEVm005202
1024,Dapma7bEVm005203
1025,Dapma7bEVm005204
1026,Dapma7bEVm005205
1027,Dapma7bEVm005206
1028,Dapma7bEVm005207
1029,Dapma7bEVm005208
1030,Dapma7bEVm005209
1031,Dapma7bEVm005210
1032,Dapma7bEVm005211
1033,Dapma7bEVm005212
1034,Dapma7bEVm005213
1035,Dapma7bEVm005214
1036,Dapma7bEVm005215
1037,Dapma7bEVm005216
1038,Dapma7bEVm005217
1039,Dapma7bEVm005218
1040,Dapma7bEVm005219
1041,Dapma7bEVm005220
1042,Dapma7bEVm005221
1043,Dapma7bEVm005222
1044,Dapma7bEVm005223
1045,Dapma7bEVm005224
1046,Dapma7bEVm005225
1047,Dapma7bEVm005226
1048,Dapma7bEVm005227
1049,Dapma7bEVm005229
1050,Dapma7bEVm005230
1051,Dapma7bEVm005231
1052,Dapma7bEVm005232
1053,Dapma7bEVm005233
1054,Dapma7bEVm005234
1055,Dapma7bEVm005235
1056,Dapma7bEVm005236
1057,Dapma7bEVm005237
1058,Dapma7bEVm005238
1059,Dapma7bEVm005239
1060,Dapma7bEVm005241
1061,Dapma7bEVm005242
1062,Dapma7bEVm005243
1063,Dapma7bEVm005244
1064,Dapma7bEVm005245
1065,Dapma7bEVm005246
1066,Dapma7bEVm005247
1067,Dapma7bEVm005248
1068,Dapma7bEVm005249
1069,Dapma7bEVm005250
1070,Dapma7bEVm005251
1071,Dapma7bEVm005252
1072,Dapma7bEVm005253
1073,Dapma7bEVm005254
1074,Dapma7bEVm005255
1075,Dapma7bEVm005256
1076,Dapma7bEVm005257
1077,Dapma7bEVm005258
1078,Dapma7bEVm005259
1079,Dapma7bEVm005260
1080,Dapma7bEVm005261
1081,Dapma7bEVm005262
1082,Dapma7bEVm005263
1083,Dapma7bEVm005265
1084,Dapma7bEVm005266
1085,Dapma7bEVm005267
1086,Dapma7bEVm005268
1087,Dapma7bEVm005269
1088,Dapma7bEVm005270
1089,Dapma7bEVm005271
1090,Dapma7bEVm005272
1091,Dapma7bEVm005273
1092,Dapma7bEVm005274
1093,Dapma7bEVm005275
1094,Dapma7bEVm005276
1095,Dapma7bEVm005277
1096,Dapma7bEVm005278
1097,Dapma7bEVm005279
1098,Dapma7bEVm005280
1099,Dapma7bEVm005281
1100,Dapma7bEVm005282
1101,Dapma7bEVm005283
1102,Dapma7bEVm005284
1103,Dapma7bEVm005285
1104,Dapma7bEVm005286
1105,Dapma7bEVm005287
1106,Dapma7bEVm005288
1107,Dapma7bEVm005289
1108,Dapma7bEVm005290
1109,Dapma7bEVm005291
1110,Dapma7bEVm005292
1111,Dapma7bEVm005293
1112,Dapma7bEVm005294
1113,Dapma7bEVm005295
1114,Dapma7bEVm005296
1115,Dapma7bEVm005297
1116,Dapma7bEVm005298
1117,Dapma7bEVm005299
1118,Dapma7bEVm005301
1119,Dapma7bEVm005303
1120,Dapma7bEVm005304
1121,Dapma7bEVm005305
1122,Dapma7bEVm005306
1123,Dapma7bEVm005307
1124,Dapma7bEVm005308
1125,Dapma7bEVm005309
1126,Dapma7bEVm005310
1127,Dapma7bEVm005311
1128,Dapma7bEVm005312
1129,Dapma7bEVm005313
1130,Dapma7bEVm005314
1131,Dapma7bEVm005315
1132,Dapma7bEVm005316
1133,Dapma7bEVm005317
1134,Dapma7bEVm005319
1135,Dapma7bEVm005320
1136,Dapma7bEVm005321
1137,Dapma7bEVm005322
1138,Dapma7bEVm005323
1139,Dapma7bEVm005324
1140,Dapma7bEVm005325
1141,Dapma7bEVm005326
1142,Dapma7bEVm005327
1143,Dapma7bEVm005328
1144,Dapma7bEVm005329
1145,Dapma7bEVm005330
1146,Dapma7bEVm005331
1147,Dapma7bEVm005332
1148,Dapma7bEVm005333
1149,Dapma7bEVm005334
1150,Dapma7bEVm005335
1151,Dapma7bEVm005337
1152,Dapma7bEVm005338
1153,Dapma7bEVm005339
1154,Dapma7bEVm005340
1155,Dapma7bEVm005341
1156,Dapma7bEVm005342
1157,Dapma7bEVm005343
1158,Dapma7bEVm005344
1159,Dapma7bEVm005345
1160,Dapma7bEVm005346
1161,Dapma7bEVm005347
1162,Dapma7bEVm005348
1163,Dapma7bEVm005349
1164,Dapma7bEVm005350
1165,Dapma7bEVm005351
1166,Dapma7bEVm005353
1167,Dapma7bEVm005354
1168,Dapma7bEVm005355
1169,Dapma7bEVm005356
1170,Dapma7bEVm005357
1171,Dapma7bEVm005358
1172,Dapma7bEVm005359
1173,Dapma7bEVm005360
1174,Dapma7bEVm005361
1175,Dapma7bEVm005362
1176,Dapma7bEVm005364
1177,Dapma7bEVm005365
1178,Dapma7bEVm005366
1179,Dapma7bEVm005367
1180,Dapma7bEVm005368
1181,Dapma7bEVm005369
1182,Dapma7bEVm005370
1183,Dapma7bEVm005371
1184,Dapma7bEVm005372
1185,Dapma7bEVm005373
1186,Dapma7bEVm005374
1187,Dapma7bEVm005375
1188,Dapma7bEVm005376
1189,Dapma7bEVm005377
1190,Dapma7bEVm005378
1191,Dapma7bEVm005379
1192,Dapma7bEVm005380
1193,Dapma7bEVm005381
1194,Dapma7bEVm005382
1195,Dapma7bEVm005383
1196,Dapma7bEVm005384
1197,Dapma7bEVm005385
1198,Dapma7bEVm005386
1199,Dapma7bEVm005387
1200,Dapma7bEVm005388
1201,Dapma7bEVm005391
1202,Dapma7bEVm005392
1203,Dapma7bEVm005393
1204,Dapma7bEVm005394
1205,Dapma7bEVm005396
1206,Dapma7bEVm005397
1207,Dapma7bEVm005398
1208,Dapma7bEVm005399
1209,Dapma7bEVm005400
1210,Dapma7bEVm005401
1211,Dapma7bEVm005402
1212,Dapma7bEVm005403
1213,Dapma7bEVm005404
1214,Dapma7bEVm005405
1215,Dapma7bEVm005406
1216,Dapma7bEVm005407
1217,Dapma7bEVm005408
1218,Dapma7bEVm005409
1219,Dapma7bEVm005410
1220,Dapma7bEVm005411
1221,Dapma7bEVm005412
1222,Dapma7bEVm005413
1223,Dapma7bEVm005414
1224,Dapma7bEVm005415
1225,Dapma7bEVm005416
1226,Dapma7bEVm005417
1227,Dapma7bEVm005418
1228,Dapma7bEVm005419
1229,Dapma7bEVm005420
1230,Dapma7bEVm005421
1231,Dapma7bEVm005422
1232,Dapma7bEVm005423
1233,Dapma7bEVm005424
1234,Dapma7bEVm005425
1235,Dapma7bEVm005426
1236,Dapma7bEVm005427
1237,Dapma7bEVm005428
1238,Dapma7bEVm005429
1239,Dapma7bEVm005430
1240,Dapma7bEVm005431
1241,Dapma7bEVm005432
1242,Dapma7bEVm005433
1243,Dapma7bEVm005434
1244,Dapma7bEVm005435
1245,Dapma7bEVm005436
1246,Dapma7bEVm005438
1247,Dapma7bEVm005439
1248,Dapma7bEVm005440
1249,Dapma7bEVm005441
1250,Dapma7bEVm005442
1251,Dapma7bEVm005443
1252,Dapma7bEVm005444
1253,Dapma7bEVm005445
1254,Dapma7bEVm005446
1255,Dapma7bEVm005447
1256,Dapma7bEVm005448
1257,Dapma7bEVm005449
1258,Dapma7bEVm005450
1259,Dapma7bEVm005451
1260,Dapma7bEVm005452
1261,Dapma7bEVm005453
1262,Dapma7bEVm005454
1263,Dapma7bEVm005455
1264,Dapma7bEVm005456
1265,Dapma7bEVm005457
1266,Dapma7bEVm005458
1267,Dapma7bEVm005459
1268,Dapma7bEVm005460
1269,Dapma7bEVm005461
1270,Dapma7bEVm005462
1271,Dapma7bEVm005463
1272,Dapma7bEVm005464
1273,Dapma7bEVm005465
1274,Dapma7bEVm005466
1275,Dapma7bEVm005467
1276,Dapma7bEVm005468
1277,Dapma7bEVm005469
1278,Dapma7bEVm005470
1279,Dapma7bEVm005471
1280,Dapma7bEVm005472
1281,Dapma7bEVm005473
1282,Dapma7bEVm005474
1283,Dapma7bEVm005475
1284,Dapma7bEVm005476
1285,Dapma7bEVm005477
1286,Dapma7bEVm005478
1287,Dapma7bEVm005479
1288,Dapma7bEVm005480
1289,Dapma7bEVm005481
1290,Dapma7bEVm005482
1291,Dapma7bEVm005483
1292,Dapma7bEVm005484
1293,Dapma7bEVm005485
1294,Dapma7bEVm005486
1295,Dapma7bEVm005488
1296,Dapma7bEVm005489
1297,Dapma7bEVm005490
1298,Dapma7bEVm005491
1299,Dapma7bEVm005492
1300,Dapma7bEVm005493
1301,Dapma7bEVm005494
1302,Dapma7bEVm005495
1303,Dapma7bEVm005496
1304,Dapma7bEVm005497
1305,Dapma7bEVm005498
1306,Dapma7bEVm005499
1307,Dapma7bEVm005500
1308,Dapma7bEVm005501
1309,Dapma7bEVm005502
1310,Dapma7bEVm005503
1311,Dapma7bEVm005504
1312,Dapma7bEVm005505
1313,Dapma7bEVm005506
1314,Dapma7bEVm005507
1315,Dapma7bEVm005508
1316,Dapma7bEVm005509
1317,Dapma7bEVm005510
1318,Dapma7bEVm005511
1319,Dapma7bEVm005512
1320,Dapma7bEVm005513
1321,Dapma7bEVm005515
1322,Dapma7bEVm005516
1323,Dapma7bEVm005517
1324,Dapma7bEVm005518
1325,Dapma7bEVm005519
1326,Dapma7bEVm005520
1327,Dapma7bEVm005521
1328,Dapma7bEVm005522
1329,Dapma7bEVm005523
1330,Dapma7bEVm005524
1331,Dapma7bEVm005525
1332,Dapma7bEVm005526
1333,Dapma7bEVm005527
1334,Dapma7bEVm005528
1335,Dapma7bEVm005529
1336,Dapma7bEVm005530
1337,Dapma7bEVm005531
1338,Dapma7bEVm005532
1339,Dapma7bEVm005533
1340,Dapma7bEVm005534
1341,Dapma7bEVm005535
1342,Dapma7bEVm005536
1343,Dapma7bEVm005537
1344,Dapma7bEVm005538
1345,Dapma7bEVm005539
1346,Dapma7bEVm005540
1347,Dapma7bEVm005541
1348,Dapma7bEVm005542
1349,Dapma7bEVm005543
1350,Dapma7bEVm005544
1351,Dapma7bEVm005545
1352,Dapma7bEVm005546
1353,Dapma7bEVm005547
1354,Dapma7bEVm005548
1355,Dapma7bEVm005549
1356,Dapma7bEVm005550
1357,Dapma7bEVm005551
1358,Dapma7bEVm005552
1359,Dapma7bEVm005553
1360,Dapma7bEVm005554
1361,Dapma7bEVm005555
1362,Dapma7bEVm005556
1363,Dapma7bEVm005557
1364,Dapma7bEVm005558
1365,Dapma7bEVm005559
1366,Dapma7bEVm005560
1367,Dapma7bEVm005561
1368,Dapma7bEVm005562
1369,Dapma7bEVm005563
1370,Dapma7bEVm005564
1371,Dapma7bEVm005565
1372,Dapma7bEVm005566
1373,Dapma7bEVm005567
1374,Dapma7bEVm005568
1375,Dapma7bEVm005569
1376,Dapma7bEVm005570
1377,Dapma7bEVm005571
1378,Dapma7bEVm005572
1379,Dapma7bEVm005573
1380,Dapma7bEVm005574
1381,Dapma7bEVm005575
1382,Dapma7bEVm005576
1383,Dapma7bEVm005577
1384,Dapma7bEVm005578
1385,Dapma7bEVm005579
1386,Dapma7bEVm005580
1387,Dapma7bEVm005581
1388,Dapma7bEVm005582
1389,Dapma7bEVm005583
1390,Dapma7bEVm005584
1391,Dapma7bEVm005585
1392,Dapma7bEVm005586
1393,Dapma7bEVm005587
1394,Dapma7bEVm005588
1395,Dapma7bEVm005590
1396,Dapma7bEVm005591
1397,Dapma7bEVm005592
1398,Dapma7bEVm005593
1399,Dapma7bEVm005594
1400,Dapma7bEVm005595
1401,Dapma7bEVm005596
1402,Dapma7bEVm005597
1403,Dapma7bEVm005598
1404,Dapma7bEVm005599
1405,Dapma7bEVm005600
1406,Dapma7bEVm005601
1407,Dapma7bEVm005602
1408,Dapma7bEVm005603
1409,Dapma7bEVm005604
1410,Dapma7bEVm005605
1411,Dapma7bEVm005606
1412,Dapma7bEVm005607
1413,Dapma7bEVm005608
1414,Dapma7bEVm005609
1415,Dapma7bEVm005610
1416,Dapma7bEVm005611
1417,Dapma7bEVm005612
1418,Dapma7bEVm005613
1419,Dapma7bEVm005615
1420,Dapma7bEVm005616
1421,Dapma7bEVm005617
1422,Dapma7bEVm005618
1423,Dapma7bEVm005619
1424,Dapma7bEVm005620
1425,Dapma7bEVm005621
1426,Dapma7bEVm005622
1427,Dapma7bEVm005623
1428,Dapma7bEVm005624
1429,Dapma7bEVm005625
1430,Dapma7bEVm005626
1431,Dapma7bEVm005627
1432,Dapma7bEVm005628
1433,Dapma7bEVm005629
1434,Dapma7bEVm005630
1435,Dapma7bEVm005631
1436,Dapma7bEVm005632
1437,Dapma7bEVm005633
1438,Dapma7bEVm005634
1439,Dapma7bEVm005635
1440,Dapma7bEVm005636
1441,Dapma7bEVm005637
1442,Dapma7bEVm005638
1443,Dapma7bEVm005639
1444,Dapma7bEVm005640
1445,Dapma7bEVm005641
1446,Dapma7bEVm005642
1447,Dapma7bEVm005643
1448,Dapma7bEVm005644
1449,Dapma7bEVm005645
1450,Dapma7bEVm005646
1451,Dapma7bEVm005647
1452,Dapma7bEVm005648
1453,Dapma7bEVm005649
1454,Dapma7bEVm005650
1455,Dapma7bEVm005651
1456,Dapma7bEVm005652
1457,Dapma7bEVm005653
1458,Dapma7bEVm005655
1459,Dapma7bEVm005656
1460,Dapma7bEVm005657
1461,Dapma7bEVm005658
1462,Dapma7bEVm005659
1463,Dapma7bEVm005660
1464,Dapma7bEVm005661
1465,Dapma7bEVm005662
1466,Dapma7bEVm005663
1467,Dapma7bEVm005664
1468,Dapma7bEVm005666
1469,Dapma7bEVm005667
1470,Dapma7bEVm005668
1471,Dapma7bEVm005669
1472,Dapma7bEVm005670
1473,Dapma7bEVm005671
1474,Dapma7bEVm005672
1475,Dapma7bEVm005673
1476,Dapma7bEVm005674
1477,Dapma7bEVm005675
1478,Dapma7bEVm005676
1479,Dapma7bEVm005677
1480,Dapma7bEVm005679
1481,Dapma7bEVm005681
1482,Dapma7bEVm005682
1483,Dapma7bEVm005683
1484,Dapma7bEVm005684
1485,Dapma7bEVm005685
1486,Dapma7bEVm005686
1487,Dapma7bEVm005687
1488,Dapma7bEVm005688
1489,Dapma7bEVm005689
1490,Dapma7bEVm005690
1491,Dapma7bEVm005691
1492,Dapma7bEVm005692
1493,Dapma7bEVm005694
1494,Dapma7bEVm005695
1495,Dapma7bEVm005696
1496,Dapma7bEVm005697
1497,Dapma7bEVm005699
1498,Dapma7bEVm005700
1499,Dapma7bEVm005701
1500,Dapma7bEVm005702
1501,Dapma7bEVm005703
1502,Dapma7bEVm005704
1503,Dapma7bEVm005705
1504,Dapma7bEVm005706
1505,Dapma7bEVm005707
1506,Dapma7bEVm005708
1507,Dapma7bEVm005709
1508,Dapma7bEVm005710
1509,Dapma7bEVm005711
1510,Dapma7bEVm005712
1511,Dapma7bEVm005713
1512,Dapma7bEVm005714
1513,Dapma7bEVm005716
1514,Dapma7bEVm005717
1515,Dapma7bEVm005718
1516,Dapma7bEVm005719
1517,Dapma7bEVm005720
1518,Dapma7bEVm005721
1519,Dapma7bEVm005722
1520,Dapma7bEVm005723
1521,Dapma7bEVm005724
1522,Dapma7bEVm005725
1523,Dapma7bEVm005726
1524,Dapma7bEVm005727
1525,Dapma7bEVm005728
1526,Dapma7bEVm005729
1527,Dapma7bEVm005731
1528,Dapma7bEVm005732
1529,Dapma7bEVm005733
1530,Dapma7bEVm005734
1531,Dapma7bEVm005735
1532,Dapma7bEVm005736
1533,Dapma7bEVm005737
1534,Dapma7bEVm005738
1535,Dapma7bEVm005739
1536,Dapma7bEVm005740
1537,Dapma7bEVm005741
1538,Dapma7bEVm005742
1539,Dapma7bEVm005743
1540,Dapma7bEVm005744
1541,Dapma7bEVm005745
1542,Dapma7bEVm005746
1543,Dapma7bEVm005747
1544,Dapma7bEVm005748
1545,Dapma7bEVm005749
1546,Dapma7bEVm005750
1547,Dapma7bEVm005751
1548,Dapma7bEVm005752
1549,Dapma7bEVm005753
1550,Dapma7bEVm005754
1551,Dapma7bEVm005755
1552,Dapma7bEVm005756
1553,Dapma7bEVm005757
1554,Dapma7bEVm005759
1555,Dapma7bEVm005760
1556,Dapma7bEVm005761
1557,Dapma7bEVm005762
1558,Dapma7bEVm005763
1559,Dapma7bEVm005764
1560,Dapma7bEVm005765
1561,Dapma7bEVm005766
1562,Dapma7bEVm005767
1563,Dapma7bEVm005768
1564,Dapma7bEVm005769
1565,Dapma7bEVm005770
1566,Dapma7bEVm005771
1567,Dapma7bEVm005772
1568,Dapma7bEVm005774
1569,Dapma7bEVm005775
1570,Dapma7bEVm005776
1571,Dapma7bEVm005777
1572,Dapma7bEVm005778
1573,Dapma7bEVm005779
1574,Dapma7bEVm005780
1575,Dapma7bEVm005781
1576,Dapma7bEVm005782
1577,Dapma7bEVm005783
1578,Dapma7bEVm005784
1579,Dapma7bEVm005785
1580,Dapma7bEVm005786
1581,Dapma7bEVm005787
1582,Dapma7bEVm005790
1583,Dapma7bEVm005791
1584,Dapma7bEVm005792
1585,Dapma7bEVm005793
1586,Dapma7bEVm005794
1587,Dapma7bEVm005797
1588,Dapma7bEVm005798
1589,Dapma7bEVm005799
1590,Dapma7bEVm005800
1591,Dapma7bEVm005801
1592,Dapma7bEVm005802
1593,Dapma7bEVm005803
1594,Dapma7bEVm005804
1595,Dapma7bEVm005805
1596,Dapma7bEVm005806
1597,Dapma7bEVm005808
1598,Dapma7bEVm005809
1599,Dapma7bEVm005810
1600,Dapma7bEVm005811
1601,Dapma7bEVm005812
1602,Dapma7bEVm005813
1603,Dapma7bEVm005814
1604,Dapma7bEVm005815
1605,Dapma7bEVm005816
1606,Dapma7bEVm005817
1607,Dapma7bEVm005818
1608,Dapma7bEVm005819
1609,Dapma7bEVm005820
1610,Dapma7bEVm005821
1611,Dapma7bEVm005822
1612,Dapma7bEVm005823
1613,Dapma7bEVm005824
1614,Dapma7bEVm005825
1615,Dapma7bEVm005826
1616,Dapma7bEVm005827
1617,Dapma7bEVm005828
1618,Dapma7bEVm005829
1619,Dapma7bEVm005830
1620,Dapma7bEVm005831
1621,Dapma7bEVm005832
1622,Dapma7bEVm005833
1623,Dapma7bEVm005834
1624,Dapma7bEVm005835
1625,Dapma7bEVm005836
1626,Dapma7bEVm005837
1627,Dapma7bEVm005838
1628,Dapma7bEVm005839
1629,Dapma7bEVm005840
1630,Dapma7bEVm005841
1631,Dapma7bEVm005843
1632,Dapma7bEVm005844
1633,Dapma7bEVm005845
1634,Dapma7bEVm005846
1635,Dapma7bEVm005847
1636,Dapma7bEVm005848
1637,Dapma7bEVm005849
1638,Dapma7bEVm005850
1639,Dapma7bEVm005851
1640,Dapma7bEVm005852
1641,Dapma7bEVm005853
1642,Dapma7bEVm005854
1643,Dapma7bEVm005855
1644,Dapma7bEVm005856
1645,Dapma7bEVm005857
1646,Dapma7bEVm005858
1647,Dapma7bEVm005859
1648,Dapma7bEVm005860
1649,Dapma7bEVm005861
1650,Dapma7bEVm005862
1651,Dapma7bEVm005863
1652,Dapma7bEVm005864
1653,Dapma7bEVm005865
1654,Dapma7bEVm005866
1655,Dapma7bEVm005867
1656,Dapma7bEVm005868
1657,Dapma7bEVm005869
1658,Dapma7bEVm005870
1659,Dapma7bEVm005871
1660,Dapma7bEVm005872
1661,Dapma7bEVm005873
1662,Dapma7bEVm005874
1663,Dapma7bEVm005875
1664,Dapma7bEVm005876
1665,Dapma7bEVm005877
1666,Dapma7bEVm005878
1667,Dapma7bEVm005879
1668,Dapma7bEVm005880
1669,Dapma7bEVm005881
1670,Dapma7bEVm005882
1671,Dapma7bEVm005884
1672,Dapma7bEVm005885
1673,Dapma7bEVm005886
1674,Dapma7bEVm005887
1675,Dapma7bEVm005888
1676,Dapma7bEVm005889
1677,Dapma7bEVm005890
1678,Dapma7bEVm005891
1679,Dapma7bEVm005892
1680,Dapma7bEVm005893
1681,Dapma7bEVm005894
1682,Dapma7bEVm005896
1683,Dapma7bEVm005897
1684,Dapma7bEVm005898
1685,Dapma7bEVm005899
1686,Dapma7bEVm005900
1687,Dapma7bEVm005901
1688,Dapma7bEVm005902
1689,Dapma7bEVm005903
1690,Dapma7bEVm005904
1691,Dapma7bEVm005905
1692,Dapma7bEVm005906
1693,Dapma7bEVm005907
1694,Dapma7bEVm005908
1695,Dapma7bEVm005909
1696,Dapma7bEVm005910
1697,Dapma7bEVm005911
1698,Dapma7bEVm005912
1699,Dapma7bEVm005913
1700,Dapma7bEVm005914
1701,Dapma7bEVm005915
1702,Dapma7bEVm005916
1703,Dapma7bEVm005917
1704,Dapma7bEVm005918
1705,Dapma7bEVm005919
1706,Dapma7bEVm005920
1707,Dapma7bEVm005921
1708,Dapma7bEVm005922
1709,Dapma7bEVm005923
1710,Dapma7bEVm005924
1711,Dapma7bEVm005925
1712,Dapma7bEVm005926
1713,Dapma7bEVm005927
1714,Dapma7bEVm005928
1715,Dapma7bEVm005929
1716,Dapma7bEVm005931
1717,Dapma7bEVm005932
1718,Dapma7bEVm005933
1719,Dapma7bEVm005934
1720,Dapma7bEVm005935
1721,Dapma7bEVm005936
1722,Dapma7bEVm005937
1723,Dapma7bEVm005938
1724,Dapma7bEVm005939
1725,Dapma7bEVm005940
1726,Dapma7bEVm005941
1727,Dapma7bEVm005942
1728,Dapma7bEVm005943
1729,Dapma7bEVm005944
1730,Dapma7bEVm005945
1731,Dapma7bEVm005946
1732,Dapma7bEVm005947
1733,Dapma7bEVm005948
1734,Dapma7bEVm005949
1735,Dapma7bEVm005950
1736,Dapma7bEVm005951
1737,Dapma7bEVm005952
1738,Dapma7bEVm005953
1739,Dapma7bEVm005954
1740,Dapma7bEVm005955
1741,Dapma7bEVm005956
1742,Dapma7bEVm005957
1743,Dapma7bEVm005958
1744,Dapma7bEVm005959
1745,Dapma7bEVm005960
1746,Dapma7bEVm005961
1747,Dapma7bEVm005962
1748,Dapma7bEVm005963
1749,Dapma7bEVm005964
1750,Dapma7bEVm005965
1751,Dapma7bEVm005966
1752,Dapma7bEVm005967
1753,Dapma7bEVm005968
1754,Dapma7bEVm005969
1755,Dapma7bEVm005970
1756,Dapma7bEVm005971
1757,Dapma7bEVm005972
1758,Dapma7bEVm005973
1759,Dapma7bEVm005975
1760,Dapma7bEVm005976
1761,Dapma7bEVm005977
1762,Dapma7bEVm005978
1763,Dapma7bEVm005979
1764,Dapma7bEVm005980
1765,Dapma7bEVm005981
1766,Dapma7bEVm005982
1767,Dapma7bEVm005983
1768,Dapma7bEVm005985
1769,Dapma7bEVm005986
1770,Dapma7bEVm005987
1771,Dapma7bEVm005988
1772,Dapma7bEVm005989
1773,Dapma7bEVm005990
1774,Dapma7bEVm005991
1775,Dapma7bEVm005992
1776,Dapma7bEVm005993
1777,Dapma7bEVm005994
1778,Dapma7bEVm005995
1779,Dapma7bEVm005996
1780,Dapma7bEVm005997
1781,Dapma7bEVm005998
1782,Dapma7bEVm005999
1783,Dapma7bEVm006000
1784,Dapma7bEVm006001
1785,Dapma7bEVm006002
1786,Dapma7bEVm006003
1787,Dapma7bEVm006004
1788,Dapma7bEVm006005
1789,Dapma7bEVm006006
1790,Dapma7bEVm006008
1791,Dapma7bEVm006009
1792,Dapma7bEVm006010
1793,Dapma7bEVm006011
1794,Dapma7bEVm006012
1795,Dapma7bEVm006013
1796,Dapma7bEVm006014
1797,Dapma7bEVm006015
1798,Dapma7bEVm006016
1799,Dapma7bEVm006017
1800,Dapma7bEVm006018
1801,Dapma7bEVm006019
1802,Dapma7bEVm006020
1803,Dapma7bEVm006021
1804,Dapma7bEVm006022
1805,Dapma7bEVm006024
1806,Dapma7bEVm006025
1807,Dapma7bEVm006026
1808,Dapma7bEVm006028
1809,Dapma7bEVm006029
1810,Dapma7bEVm006030
1811,Dapma7bEVm006031
1812,Dapma7bEVm006032
1813,Dapma7bEVm006033
1814,Dapma7bEVm006034
1815,Dapma7bEVm006036
1816,Dapma7bEVm006039
1817,Dapma7bEVm006040
1818,Dapma7bEVm006041
1819,Dapma7bEVm006043
1820,Dapma7bEVm006044
1821,Dapma7bEVm006045
1822,Dapma7bEVm006046
1823,Dapma7bEVm006048
1824,Dapma7bEVm006049
1825,Dapma7bEVm006050
1826,Dapma7bEVm006052
1827,Dapma7bEVm006053
1828,Dapma7bEVm006054
1829,Dapma7bEVm006056
1830,Dapma7bEVm006057
1831,Dapma7bEVm006058
1832,Dapma7bEVm006059
1833,Dapma7bEVm006060
1834,Dapma7bEVm006061
1835,Dapma7bEVm006062
1836,Dapma7bEVm006063
1837,Dapma7bEVm006064
1838,Dapma7bEVm006065
1839,Dapma7bEVm006066
1840,Dapma7bEVm006068
1841,Dapma7bEVm006069
1842,Dapma7bEVm006070
1843,Dapma7bEVm006071
1844,Dapma7bEVm006072
1845,Dapma7bEVm006073
1846,Dapma7bEVm006074
1847,Dapma7bEVm006075
1848,Dapma7bEVm006076
1849,Dapma7bEVm006077
1850,Dapma7bEVm006078
1851,Dapma7bEVm006079
1852,Dapma7bEVm006081
1853,Dapma7bEVm006082
1854,Dapma7bEVm006083
1855,Dapma7bEVm006084
1856,Dapma7bEVm006085
1857,Dapma7bEVm006086
1858,Dapma7bEVm006087
1859,Dapma7bEVm006088
1860,Dapma7bEVm006089
1861,Dapma7bEVm006091
1862,Dapma7bEVm006092
1863,Dapma7bEVm006093
1864,Dapma7bEVm006094
1865,Dapma7bEVm006095
1866,Dapma7bEVm006096
1867,Dapma7bEVm006097
1868,Dapma7bEVm006098
1869,Dapma7bEVm006099
1870,Dapma7bEVm006100
1871,Dapma7bEVm006101
1872,Dapma7bEVm006102
1873,Dapma7bEVm006103
1874,Dapma7bEVm006104
1875,Dapma7bEVm006105
1876,Dapma7bEVm006106
1877,Dapma7bEVm006107
1878,Dapma7bEVm006108
1879,Dapma7bEVm006110
1880,Dapma7bEVm006111
1881,Dapma7bEVm006112
1882,Dapma7bEVm006113
1883,Dapma7bEVm006114
1884,Dapma7bEVm006115
1885,Dapma7bEVm006116
1886,Dapma7bEVm006117
1887,Dapma7bEVm006118
1888,Dapma7bEVm006120
1889,Dapma7bEVm006121
1890,Dapma7bEVm006122
1891,Dapma7bEVm006123
1892,Dapma7bEVm006124
1893,Dapma7bEVm006125
1894,Dapma7bEVm006126
1895,Dapma7bEVm006127
1896,Dapma7bEVm006128
1897,Dapma7bEVm006129
1898,Dapma7bEVm006130
1899,Dapma7bEVm006133
1900,Dapma7bEVm006134
1901,Dapma7bEVm006135
1902,Dapma7bEVm006136
1903,Dapma7bEVm006137
1904,Dapma7bEVm006138
1905,Dapma7bEVm006139
1906,Dapma7bEVm006140
1907,Dapma7bEVm006141
1908,Dapma7bEVm006142
1909,Dapma7bEVm006143
1910,Dapma7bEVm006144
1911,Dapma7bEVm006145
1912,Dapma7bEVm006146
1913,Dapma7bEVm006147
1914,Dapma7bEVm006149
1915,Dapma7bEVm006151
1916,Dapma7bEVm006154
1917,Dapma7bEVm006155
1918,Dapma7bEVm006156
1919,Dapma7bEVm006157
1920,Dapma7bEVm006158
1921,Dapma7bEVm006159
1922,Dapma7bEVm006160
1923,Dapma7bEVm006161
1924,Dapma7bEVm006162
1925,Dapma7bEVm006163
1926,Dapma7bEVm006164
1927,Dapma7bEVm006165
1928,Dapma7bEVm006166
1929,Dapma7bEVm006167
1930,Dapma7bEVm006168
1931,Dapma7bEVm006169
